gene	Mesenchymal.progenitor_2	Mesenchymal.progenitor_8	Mesothelial_4	T.NK_20	Mesothelial_18	T.NK_11	Mesothelial_1	T.NK_22	T.NK_3	Monocyte.Macrophage_15	Mesothelial_13	T.NK_17	T.NK_19	B.cells_16	Endothelial_9	Neutrophils_5	Noise_7	Tumor_HGSOC_14	Mast.cells_25	EMT_24	T.NK_23	Lymphatic.endothelial_6	Plasma_21	T.NK_12	Plasmacytoid.dendritic_10
RGMA	0.0041	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCTP2	0	0	0.1585	0.0246	0.2715	0.0213	0.1317	0.4987	0.005	0.1016	0.4775	3e-04	5e-04	0.0192	0.0167	0.5736	0.092	0.0033	0.1775	0.0145	0.0031	0.019	0.0251	0.0024	0.0463
NR2F2	0.7724	0.4788	0.1032	7e-04	0.2536	0.0219	0.3518	0.001	8e-04	0	0.2692	0	0	0	1.0141	0.003	0.092	0.0118	0.0192	0.3863	0	2.2508	0	0	0
ARRDC4	7e-04	0	0	0	0.0029	0	0	0	0	0.0101	0	0	0	0	0	0	0	0	0	0.0017	0	0.0095	0	0	0
IGF1R	0.0153	0.0039	1e-04	0	0.0043	0	1e-04	0	0	3e-04	0.0039	0	0	0.003	0.2875	0.0686	0	0.0485	0	0.024	0.0037	0.1111	0	0	0
SYNM	0	0	0	0.0069	0	2e-04	0	0.0034	1e-04	4e-04	0	0	0	0	0.0039	0	0	2e-04	0	0.0269	0	0.7746	0	0	0
TTC23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0.0148	0	0	0	0	0	0	0	0
MEF2A	0.0529	0.2285	0.0021	0.0044	0.0133	0.0215	0.0042	0.0334	9e-04	0.5069	0.0544	0.0033	0.0045	0.4035	0.4525	0.0276	0.003	0.0283	0.0312	0.0609	0.0037	0.3651	0.1283	8e-04	0.2171
LYSMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINS1	0	0	0	0.0019	0	0.0129	0	0.0017	0.0261	0	0	0.001	0.0035	0	0	0	0	5e-04	0	0	0.1309	0	0	4e-04	0
ASB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1A3	0.4454	0.7982	1.7144	0.0912	1.5747	0.1444	0.9039	0.1201	0.1758	0	1.6694	0.1429	0.0223	0.046	0.0546	0.1743	0.7092	0.0493	0.2686	1.0555	0.0599	0.0413	0	0.002	0
LRRK1	0	0	0	0	0	0	0	0	0	0.0127	0	0	0	9e-04	0.0026	0.0011	0	3e-04	0	0	0	0	0.0098	0	0
CHSY1	0.0183	0.0096	0	5e-04	2e-04	0.0017	0	0.0019	1e-04	0.5635	0.0027	3e-04	0	0.0098	0.5077	0.3944	0	3e-04	0.0312	0.0497	0	0.0508	0.0014	0	0.0098
SELENOS	1.0846	1.4593	0.4898	0.5824	0.5844	0.3979	0.5732	0.7251	0.5853	0.6135	0.3951	0.4845	0.2388	0.4704	0.7073	0.2147	0.454	0.5815	0.9329	0.7275	0.5695	0.7111	4.3389	0.2073	3.1756
SNRPA1	0.0038	0.0065	0.0023	0.0635	0.0086	0.0134	7e-04	0.1482	0.1079	0.0235	0.0039	0.0222	0.139	0.2382	0.0655	0.0027	0.0148	0.4895	0.1007	0.0418	0.1933	0.0889	0.0683	0.0887	0.3146
PCSK6	0.007	0.2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM2D3	0.0019	0.0155	1e-04	0.0544	0	0.0088	0	0.0462	0.0507	0.0309	0	0.0357	0.0218	0.072	0.0353	0.0131	0.003	0.0015	0.0384	8e-04	0.0278	0.1429	0.007	0.0097	0
TARSL2	1e-04	0	0	0.0699	0	0.0393	0	0.0534	0.2235	3e-04	0	0.0715	0.0209	0.0341	6e-04	3e-04	0.0059	3e-04	0.0168	0.0037	0.0531	0	0.0837	0.0032	0.0073
POLR3K	0	0	0	1e-04	0	0	0	0.0012	1e-04	0.0015	0	0	5e-04	0	0.0019	0	0	0.0416	0.0024	0	0	0	0	0.0016	0
SNRNP25	0	0	0	4e-04	6e-04	4e-04	0	0.0034	3e-04	0.0159	0	3e-04	0.0079	0.0021	0.0039	0	0	0.1461	0.0024	0.0066	0	0	0.0223	0.0266	0.561
RHBDF1	7e-04	0.0386	0	0	5e-04	0	0	0	0	0	4e-04	0	0	0	6e-04	0	0.003	0.0067	0	0.0012	0	0	0	0	0
MPG	0.3307	0.6995	0.228	0.1029	0.4103	0.049	0.4777	0.259	0.1632	0.0529	0.0936	0.0455	0.141	0.2893	0.1271	0.0175	0.1424	0.1439	0.3885	0.2538	0.1501	0.5111	0.7308	0.1407	0.4195
NPRL3	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0
HBA2	0.0238	0.0285	0.0054	0.0048	6e-04	0.004	0.0051	0.0524	0.0138	0.0112	0.0136	0.004	0.0015	0.0038	6e-04	0.009	9.0356	0	0.0384	0.0186	0.0222	0.019	0.007	0	0
HBA1	0.0124	0.0168	0.0027	0.0022	5e-04	0.0026	0.0022	0.0641	0.0063	0.0061	0.0043	0.0021	0	9e-04	0	0.0052	5.0712	0	0.0168	0.0037	0.0049	0.0095	0	0	0
LUC7L	0.0181	0.0104	0.0127	0.0839	0.0108	0.0913	0.0124	0.0638	0.0651	0.043	0.1624	0.0747	0.0159	0.1125	0.1733	0.0038	0.0119	0.0368	0.0719	0.1226	0.0544	0.1619	0.0558	0.002	0.3732
FAM234A	1e-04	0	0	0	0.0015	0	0	0	0	5e-04	0	0	0	0	0.0019	0	0	0.0233	0	0.0025	0	0	0	0	0
RGS11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGDIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AXIN1	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	5e-04	0	4e-04	0	0	0	0	0
TMEM8A	0	0	0	2e-04	0	0	0	0.001	4e-04	0.0031	0	0	0	0	0.0013	0.0011	0.003	0.0128	0	0	0	0	0.0014	0	0
NME4	0.0491	0.0036	0.2381	4e-04	0.5184	7e-04	0.5587	0.0029	0.0026	0.013	0.1476	0.0052	5e-04	0.0311	0.0199	0.0027	0.1098	0.2339	0.0624	0.1226	0.0056	0.0254	0.0153	0	0.3732
DECR2	0	0	0	0	0.0306	0	0.0025	0	0	3e-04	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP3	0	0	0	0	0.0179	0	3e-04	0	0	0	4e-04	0	0	0	0.0013	0	0.0059	0	0	0	0	0	0	0	0
CAPN15	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0.0045	0	0	2e-04	0	4e-04	0	0	0	0	0.1073
PIGQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0
RAB40C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
METTL26	0.1368	0.1565	0.2583	0.1686	0.5233	0.1132	0.5638	0.1706	0.2727	0.0951	0.1457	0.0727	0.1038	0.1155	0.1367	0.0303	0.181	0.6147	0.1367	0.2302	0.2193	0.3143	0.159	0.1008	0.0512
MCRIP2	0	0	1e-04	0	0.0188	2e-04	0.0046	2e-04	0	0.0287	4e-04	0	0	0	0	5e-04	0.003	0.2392	0.0048	0	0	0	0.0042	0	0
WDR90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	4e-04	0	0	0	0	0
RHOT2	0	0	0	1e-04	0	2e-04	0	0.0033	1e-04	0.0022	0	0	0.001	0	0	0	0	0.0055	0	4e-04	0	0	0.0014	0	0
STUB1	0.607	0.7614	0.4209	0.6544	0.559	0.313	0.6441	0.7081	0.5548	0.2192	0.3061	0.503	0.5819	0.5032	0.4897	0.0904	0.3442	0.5463	0.6163	0.253	0.7517	0.727	0.9344	0.3669	0.6439
JMJD8	0.0013	3e-04	0	0	0.0023	0	0	2e-04	0	1e-04	0	0	0	0	0	0	0	0.0132	0	0.0054	0	0	0	0	0
WDR24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL16	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METRN	0.0367	0.0047	0.2981	0.0085	0.5693	0.0088	0.5324	0.0308	0.0054	0.0011	0.2382	0.0091	0.0035	0.0072	0.0315	0.0049	0.1039	0.5472	0.0264	0.1876	0.0167	0.0952	0.2134	0	0
ANTKMT	5e-04	0.0021	7e-04	0.0186	0.0289	4e-04	0.0281	0.0722	3e-04	0.021	0.0012	0	0.0467	0.0703	0.0019	0	0.0089	0.159	0.0384	0.0025	0	0.0317	0.7113	0.0077	0.0512
HAGHL	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0.0043	0	0	0	0.0288	0	0	0	0	0.0014	0	0
CIAO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSLN	0	0	2.2812	0.1307	3.6281	0.2489	3.8944	0.1687	0.2719	0	2.6884	0.1322	0.0159	0.0401	0	0.198	1.273	0.8626	0.2326	0.0369	0.0933	0.0444	0	0	0
RPUSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0
CHTF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0
LMF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0697	0	0
SOX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0
CACNA1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157	0	0	0	0	0
TPSB2	1e-04	0	2e-04	5e-04	0	2e-04	0	0.0017	8e-04	0.0015	0	1e-04	0.0035	0	6e-04	5e-04	0.0059	5e-04	2.9568	0	0	0	0.0014	0	0
TPSAB1	3e-04	0	0	5e-04	0	2e-04	0	0.0016	4e-04	8e-04	4e-04	0	0.0015	0	6e-04	0.0011	0.0059	5e-04	3.0264	0	6e-04	0	0.0014	0	0
UBE2I	0.7712	0.8847	0.4392	0.8918	0.6902	0.793	0.6795	0.9495	0.838	0.5375	0.6461	0.8612	0.9682	1.0481	0.6123	0.2584	0.5223	0.8331	0.9041	0.6986	0.8925	0.7587	0.431	0.9895	0.8951
TSR3	0.0021	0.0098	0	0.0089	0.0045	9e-04	0.0102	0.0512	0.0271	0.0031	4e-04	0	0.0144	0.0043	0.0167	0	0.0237	0.074	0.0192	0.0269	0.0012	0.0825	0.099	0.0032	0.0146
GNPTG	0.0308	0.0098	0	0	0	0	0	7e-04	0	0.0157	0	0	0	0.0026	0.0045	0	0	7e-04	0.0024	8e-04	0	0.0095	0.0126	0	0
UNKL	1e-04	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0.0042	0	0
C16orf91	0	3e-04	0	1e-04	0	0	0	0.0026	0	0	4e-04	0	0	0.0021	6e-04	0	0.003	0.0158	0	4e-04	0	0.0095	0	0	0
CLCN7	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0
TELO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	4e-04	0	0.0032	0	0	0
IFT140	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM204	0.0268	3e-04	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.1258	0	0	3e-04	0	0.0108	0	0.3365	0	0	0
CRAMP1	0	0	0	0	0	0	0	0	0	3e-04	0	0	5e-04	0	0.0019	0	0	0	0	0	0	0.0032	0	0	0
JPT2	0	0	0	0	3e-04	0	0	0	0	1e-04	0	0	0	0	0	0	0	0.0594	0	0.0017	0	0.0032	0	0	0
MAPK8IP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NME3	0.6613	0.6417	0.6935	0.2439	0.7357	0.3892	0.9061	0.4403	0.6075	0.1404	0.5637	0.2113	0.6137	0.3196	0.6964	0.0552	0.365	0.0442	0.3429	0.3805	0.8098	0.673	0.781	0.1609	0.2146
EME2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPSB3	0.0265	0.0021	4e-04	0.1364	0.0119	0.0979	0.0107	0.2223	0.2155	0.0072	0.0117	0.033	0.0382	0.0545	0.0302	0.0041	0.0148	0.1276	0.0264	0.0195	0.0735	0.2889	0.0279	0.0012	0.0049
NUBP2	0.0014	0	0	1e-04	0.0062	0	0.0159	0.0012	0	8e-04	0.0012	0	0.0025	0	0.0019	0	0	0.029	0	0	0	0.054	0.0112	4e-04	0
HAGH	8e-04	0.0021	0.0482	0.0929	0.1346	0.0858	0.207	0.0676	0.1596	0.0318	0.0256	0.026	0.1008	0.0618	0.034	8e-04	0.0653	0.0654	0.0384	0.0108	0.3039	0.1206	0.3835	0.0081	0.0439
FAHD1	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
MEIOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSRB1	0	0	0	0	0	0	0	0	0	0.0205	0.0012	0	0	0	0	0.068	0.003	9e-04	0	0.0091	0	0	0	0	0
NDUFB10	0.8604	0.9479	0.9991	0.9433	1.1008	0.6716	1.3241	0.9457	0.9546	0.6237	0.6026	0.8189	0.9131	0.7469	0.8151	0.2731	0.7092	1.2738	0.9137	0.6928	0.9722	1.2984	1.2692	0.9403	0.7878
TBL3	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFER	0	0	0	2e-04	0	0	0	7e-04	0	3e-04	0	0	0.0035	9e-04	0.0019	0	0	0	0	0	0	0	0.0516	0	0
ZNF598	0	0	0	0	0.0039	0	6e-04	0	0	8e-04	0	0	0	0	0.0013	0	0	3e-04	0	0	0	0.0063	0	0	0
NPW	3e-04	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.2895	0.0048	0	0	0	0.0028	0	0
SLC9A3R2	0.0494	0.001	5e-04	0	0	2e-04	1e-04	2e-04	0	4e-04	0.0062	4e-04	5e-04	0	1.3967	0.0014	0.0089	0.6205	0.0024	0.0282	0	1.6286	0.0056	0	0.0049
NTHL1	0	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0.0199	0	0.003	0.198	0.0024	0	0	0.054	0.0014	0	0
TSC2	0.0014	3e-04	1e-04	0	2e-04	0	0	0.0024	0	0.0013	4e-04	0	0	0	0.0103	0	0.003	0.1905	0.0024	0.0108	0	0.0063	0	0	0
PKD1	0.0058	0.0021	0	0	2e-04	0	3e-04	0	0	1e-04	0.014	0	0	9e-04	0.0013	0	0	0.0026	0	0.005	0	0	0	0	0
TRAF7	2e-04	0.001	0	0	3e-04	0	0	0	0	8e-04	0	0	0	0	0.0013	0	0.003	0.0817	0	4e-04	0	0.0127	0	0	0
MLST8	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
BRICD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGP	1e-04	5e-04	3e-04	0.0122	5e-04	0.0042	0	0.0476	0.0042	0.0569	0.0012	4e-04	0.0243	0.0017	0.0026	0.0011	0.0208	0.3541	0.0216	0.012	0.0086	0	0.099	0.048	0.0341
E4F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	4e-04	0	0	0	0	0
ECI1	0.1145	0.0313	0.2712	0.024	0.5951	0.0386	0.5764	0.0288	0.0592	0.0252	0.2747	0.0149	0.0238	0.0251	0.0591	0.0079	0.1009	0.5333	0.0791	0.0663	0.0358	0.2159	0.4812	8e-04	0
RNPS1	0.2578	0.2013	0.2454	0.7338	0.3043	0.6618	0.3134	0.7784	0.7307	0.2179	0.479	0.6884	0.6643	0.8841	0.5976	0.0773	0.2374	0.5441	0.3022	0.323	0.8604	0.4857	0.219	0.3024	0.5634
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0C	1.2262	1.15	1.0561	1.4897	0.958	1.1842	0.9196	1.4362	1.4991	3.0978	0.946	1.3297	1.1758	1.9663	1.0886	1.7124	1.0682	1.0406	1.6019	0.9495	1.5065	1.3937	1.3054	1.1089	2.9098
AMDHD2	0	0	0	0	0	0	0	0	0	0.0438	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
PDPK1	1e-04	0	0	0	2e-04	2e-04	0	0.0014	0	0.0583	0	0	0	0.006	0.0026	0.0016	0	0.0019	0.0024	0.0017	0	0.0095	0.0042	0	0.5098
KCTD5	0	0	0	0	0	0	0	0	1e-04	0.0011	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0.022
PRSS27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRRM2	2.0884	1.7352	2.2551	1.9868	1.9379	2.1091	2.2908	2.0884	2.2564	1.4427	3.0276	1.6719	1.5283	2.0469	1.8094	1.0309	1.7537	1.06	1.705	1.8195	2.4571	2.0508	1.5593	1.2641	2.2927
ELOB	1.4172	1.7541	1.689	1.731	2.197	1.3158	2.2666	1.971	1.8343	1.6216	1.0256	1.5336	1.857	1.6719	1.4724	1.0123	1.4599	2.6957	1.7218	1.6542	1.8789	1.946	2.2636	1.4835	1.2049
FLYWCH2	0.0084	0.0562	3e-04	1e-04	0.0238	0	0.008	0.001	0	7e-04	4e-04	0	0.001	0	0.0282	0	0.003	0.0896	0	0.0166	0	0	0	0	0
FLYWCH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KREMEN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0
TNFRSF12A	0.2406	0.2772	0.8793	0.0652	1.0888	0.0902	0.6094	0.0813	0.0999	0.007	0.7754	0.122	0.0243	0.0758	0.0745	0.0871	0.4807	1.0867	0.5012	1.0447	0.0716	0.1302	0.0112	0.0133	0
HCFC1R1	0.2679	0.5813	0.9579	0.081	1.2882	0.1018	1.3829	0.1129	0.1735	0.0793	0.7521	0.0638	0.0233	0.0452	0.1374	0.0778	0.4837	0.3425	0.235	0.6352	0.0914	0.1968	0.0098	0	0
THOC6	1e-04	5e-04	0.0055	0	0.006	0	0	2e-04	0	9e-04	0.0058	0	0	0	6e-04	0	0	0.0296	0	0.0029	0	0	0	0	0
BICDL2	0	0	0	0	2e-04	0	0	0	0	0	4e-04	0	0	0	0	0	0.003	0.0199	0	0	0	0	0	0	0
MMP25	0	0	0	2e-04	0	2e-04	0	0	0	8e-04	0	0	0	0	0	0.212	0	0	0	0	0	0	0	0	0
IL32	0	0.2663	0	4.3402	0	2.4985	0	3.4985	4.5966	0	0	3.4368	7.7761	0	0.2587	0.2868	1.0326	0.1886	0.0743	0.3689	1.8647	0.5778	0.0126	4.2907	0
ZNF205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF200	0	0	0	2e-04	0	0	0	3e-04	0	0	0	0	0	0	0	8e-04	0	0	0	0	0	0	0	0	0.0024
MEFV	0	0	0	0	0	0	0	0	0	0.0611	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0
ZNF263	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
TIGD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF75A	0	0	0	5e-04	0	4e-04	0	0.0014	3e-04	0	0	0	0	0.0077	6e-04	0	0	3e-04	0	0	6e-04	0.0032	0.0014	0	0.0049
ZSCAN32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA60	1e-04	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0.0045	0.0011	0.0089	3e-04	0.0072	0	0	0	0	0	0.0073
CLUAP1	5e-04	0.0026	1e-04	0	0.0154	0	0.0047	2e-04	0	0	8e-04	0	0	0	0	0	0.003	0.0015	0	0.0012	0	0.0127	0	0	0
NLRC3	0	0	0	2e-04	0	2e-04	0	0.0029	1e-04	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0.0014	0	0
SLX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNASE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0.0032	0	0	0
TRAP1	0	0	0	0	0.0103	0	0.0082	0	0	0.0035	4e-04	0	5e-04	0	6e-04	0	0.003	0.134	0	0	0	0	0	0	0
CREBBP	0.0524	0.0899	0.037	0.1226	0.0278	0.0522	0.0186	0.1832	0.1499	0.1691	0.1678	0.0522	0.0268	0.1525	0.1502	0.3565	0.0208	0.0128	0.0336	0.065	0.1093	0.0413	0.0014	8e-04	0.222
ADCY9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
TFAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS2	0.0134	0.0026	0	0	0.002	0	2e-04	0	0	0	0	0	0	0	0	0	0	0.007	0	0.0079	0	0	0	0	0
PAM16	3e-04	3e-04	1e-04	1e-04	0.004	0	1e-04	2e-04	0	7e-04	8e-04	0	0	0.0034	0.0039	0	0.0059	0.3553	0.0168	0.007	0	0	0.0056	4e-04	0
CORO7	0	0	0	0.0469	0	0.0176	0	0.0374	0.0587	0.0132	0	0.0501	0.0089	0.0141	6e-04	0.0022	0	0.001	0	0	0.0191	0	0.0028	4e-04	1.1683
VASN	0.2901	0.8997	0.0695	0	0.1656	9e-04	0.0259	0	0	0	0.2133	0	0	0	0	8e-04	0.0534	0.0989	0	0.1772	0	0	0.0014	0	0
DNAJA3	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0.0013	0	0	0.0019	0	0	0	0	0	0	0
NMRAL1	0	0	0	2e-04	3e-04	0	0	9e-04	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0.0014	0	0
HMOX2	0.0089	0.0047	3e-04	0.1324	0.0114	0.0321	0.0035	0.1199	0.2474	5e-04	0	0.1493	0.069	0	0.0462	0.0016	0.0119	0.0101	0	0.0141	0.3885	0.0571	0	0.0089	0.0024
CDIP1	1e-04	0	0	0	0	0	0	7e-04	0	3e-04	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0
UBALD1	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0.0012	0	4e-04	0	0	0	0	0
MGRN1	2e-04	0	1e-04	0.0014	9e-04	0.0017	0	0.0221	0.0068	0.0139	0.007	4e-04	0.0055	0.0149	0.0058	0.0025	0	0.0118	0.0144	0.005	6e-04	0	0.0112	8e-04	0.139
NUDT16L1	0	0	0	0.011	0	6e-04	0	0.0403	9e-04	7e-04	0	1e-04	0.002	0	0	0	0	0.005	0	4e-04	0	0	0.0139	0.0012	0.0122
ANKS3	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024
ZNF500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROGDI	0	0	0	0	2e-04	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	4e-04	0	0.0222	0	0	0.0024
GLYR1	0	0	0	1e-04	0	4e-04	0	0.0021	3e-04	0.0167	0	0	0.0015	9e-04	0.0071	0	0	0.0103	0.036	8e-04	0	0.0095	0	0	0.0683
UBN1	1e-04	3e-04	0	0.0339	2e-04	0.0053	0	0.0643	0.0166	0.0336	0.0051	0.0027	0.0189	0.0047	0.0103	0.0896	0	0.0108	0.0144	0.0012	0.0043	0.0571	0.0042	0.0048	0.3683
PPL	0.1146	0.0311	0.0445	0	0.2933	0.0018	0.2135	0	0	0	0.1636	0	0	0	0.0045	0.0016	0.0534	0.0483	0	0.0294	0	0.0032	0	0	0
NAGPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0
C16orf89	0.135	0.0236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0.0037	0	0	0	0	0
EEF2KMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
RBFOX1	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	4e-04	0	0	0	0	0
METTL22	0	0	0	0	0	0	0	0	0	0.0019	0	0	5e-04	0	0	0.0011	0	0	0	0	0	0	0	0	0
ABAT	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM2	0	0	3e-04	0	6e-04	0	0	2e-04	0	4e-04	0.0019	0	0.001	0.0077	0.0295	0	0	0.0039	0	0.0017	0	0.0159	0.0209	0	0.2854
CARHSP1	0.857	0.9005	1.0613	0.3045	1.397	0.1982	1.3847	0.3662	0.4495	0.0811	0.8792	0.1599	0.1495	0.2735	0.4435	0.1806	0.5579	0.731	0.3477	0.3524	0.4923	0.5905	0.0976	0.1536	0.2122
USP7	3e-04	0.0013	0.0014	0.0077	0.0094	0.005	9e-04	0.0177	0.0051	0.1075	0.0365	3e-04	0.0015	0.0243	0.0366	0.0221	0	0.0195	0.0072	0.007	0.0074	0.0635	0.0014	0	0.6659
C16orf72	0.0249	0.0093	0.0219	0.0752	0.034	0.041	0.0034	0.0551	0.0549	0.2133	0.1072	0.0427	0.006	0.0486	0.1881	0.2882	0.0059	0.0152	0.0624	0.0224	0.0161	0.1143	0.0056	0.0016	0.1341
GRIN2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
